id,date,week,rank
88,2001-06-02,36,NA
88,2001-06-09,37,NA
88,2001-06-16,38,NA
88,2001-06-23,39,NA
88,2001-06-30,40,NA
88,2001-07-07,41,NA
88,2001-07-14,42,NA
88,2001-07-21,43,NA
88,2001-07-28,44,NA
88,2001-08-04,45,NA
88,2001-08-11,46,NA
88,2001-08-18,47,NA
88,2001-08-25,48,NA
88,2001-09-01,49,NA
88,2001-09-08,50,NA
88,2001-09-15,51,NA
88,2001-09-22,52,NA
88,2001-09-29,53,NA
88,2001-10-06,54,NA
88,2001-10-13,55,NA
88,2001-10-20,56,NA
88,2001-10-27,57,NA
88,2001-11-03,58,NA
88,2001-11-10,59,NA
88,2001-11-17,60,NA
88,2001-11-24,61,NA
88,2001-12-01,62,NA
88,2001-12-08,63,NA
88,2001-12-15,64,NA
88,2001-12-22,65,NA
88,2001-12-29,66,NA
88,2002-01-05,67,NA
88,2002-01-12,68,NA
88,2002-01-19,69,NA
88,2002-01-26,70,NA
88,2002-02-02,71,NA
88,2002-02-09,72,NA
88,2002-02-16,73,NA
88,2002-02-23,74,NA
88,2002-03-02,75,NA
88,2002-03-09,76,NA
89,2000-01-08,1,77
89,2000-01-15,2,77
89,2000-01-22,3,89
89,2000-01-29,4,64
89,2000-02-05,5,57
89,2000-02-12,6,47
89,2000-02-19,7,47
89,2000-02-26,8,55
89,2000-03-04,9,65
89,2000-03-11,10,69
89,2000-03-18,11,83
89,2000-03-25,12,82
89,2000-04-01,13,90
89,2000-04-08,14,94
89,2000-04-15,15,NA
89,2000-04-22,16,NA
89,2000-04-29,17,NA
89,2000-05-06,18,NA
89,2000-05-13,19,NA
89,2000-05-20,20,NA
89,2000-05-27,21,NA
89,2000-06-03,22,NA
89,2000-06-10,23,NA
89,2000-06-17,24,NA
89,2000-06-24,25,NA
89,2000-07-01,26,NA
89,2000-07-08,27,NA
89,2000-07-15,28,NA
89,2000-07-22,29,NA
89,2000-07-29,30,NA
89,2000-08-05,31,NA
89,2000-08-12,32,NA
89,2000-08-19,33,NA
89,2000-08-26,34,NA
89,2000-09-02,35,NA
89,2000-09-09,36,NA
89,2000-09-16,37,NA
89,2000-09-23,38,NA
89,2000-09-30,39,NA
89,2000-10-07,40,NA
89,2000-10-14,41,NA
89,2000-10-21,42,NA
89,2000-10-28,43,NA
89,2000-11-04,44,NA
89,2000-11-11,45,NA
89,2000-11-18,46,NA
89,2000-11-25,47,NA
89,2000-12-02,48,NA
89,2000-12-09,49,NA
89,2000-12-16,50,NA
89,2000-12-23,51,NA
89,2000-12-30,52,NA
89,2001-01-06,53,NA
89,2001-01-13,54,NA
89,2001-01-20,55,NA
89,2001-01-27,56,NA
89,2001-02-03,57,NA
89,2001-02-10,58,NA
89,2001-02-17,59,NA
89,2001-02-24,60,NA
89,2001-03-03,61,NA
89,2001-03-10,62,NA
89,2001-03-17,63,NA
89,2001-03-24,64,NA
89,2001-03-31,65,NA
89,2001-04-07,66,NA
89,2001-04-14,67,NA
89,2001-04-21,68,NA
89,2001-04-28,69,NA
89,2001-05-05,70,NA
89,2001-05-12,71,NA
89,2001-05-19,72,NA
89,2001-05-26,73,NA
89,2001-06-02,74,NA
89,2001-06-09,75,NA
89,2001-06-16,76,NA
90,2000-07-01,1,99
90,2000-07-08,2,99
90,2000-07-15,3,NA
90,2000-07-22,4,NA
90,2000-07-29,5,NA
90,2000-08-05,6,NA
90,2000-08-12,7,NA
90,2000-08-19,8,NA
90,2000-08-26,9,NA
90,2000-09-02,10,NA
90,2000-09-09,11,NA
90,2000-09-16,12,NA
90,2000-09-23,13,NA
90,2000-09-30,14,NA
90,2000-10-07,15,NA
90,2000-10-14,16,NA
90,2000-10-21,17,NA
90,2000-10-28,18,NA
90,2000-11-04,19,NA
90,2000-11-11,20,NA
90,2000-11-18,21,NA
90,2000-11-25,22,NA
90,2000-12-02,23,NA
90,2000-12-09,24,NA
90,2000-12-16,25,NA
90,2000-12-23,26,NA
90,2000-12-30,27,NA
90,2001-01-06,28,NA
90,2001-01-13,29,NA
90,2001-01-20,30,NA
90,2001-01-27,31,NA
90,2001-02-03,32,NA
90,2001-02-10,33,NA
90,2001-02-17,34,NA
90,2001-02-24,35,NA
90,2001-03-03,36,NA
90,2001-03-10,37,NA
90,2001-03-17,38,NA
90,2001-03-24,39,NA
90,2001-03-31,40,NA
90,2001-04-07,41,NA
90,2001-04-14,42,NA
90,2001-04-21,43,NA
90,2001-04-28,44,NA
90,2001-05-05,45,NA
90,2001-05-12,46,NA
90,2001-05-19,47,NA
90,2001-05-26,48,NA
90,2001-06-02,49,NA
90,2001-06-09,50,NA
90,2001-06-16,51,NA
90,2001-06-23,52,NA
90,2001-06-30,53,NA
90,2001-07-07,54,NA
90,2001-07-14,55,NA
90,2001-07-21,56,NA
90,2001-07-28,57,NA
90,2001-08-04,58,NA
90,2001-08-11,59,NA
90,2001-08-18,60,NA
90,2001-08-25,61,NA
90,2001-09-01,62,NA
90,2001-09-08,63,NA
90,2001-09-15,64,NA
90,2001-09-22,65,NA
90,2001-09-29,66,NA
90,2001-10-06,67,NA
90,2001-10-13,68,NA
90,2001-10-20,69,NA
90,2001-10-27,70,NA
90,2001-11-03,71,NA
90,2001-11-10,72,NA
90,2001-11-17,73,NA
90,2001-11-24,74,NA
90,2001-12-01,75,NA
90,2001-12-08,76,NA
91,1999-12-11,1,67
91,1999-12-18,2,29
91,1999-12-25,3,16
91,2000-01-01,4,16
91,2000-01-08,5,13
91,2000-01-15,6,11
91,2000-01-22,7,9
91,2000-01-29,8,6
91,2000-02-05,9,7
91,2000-02-12,10,9
91,2000-02-19,11,13
91,2000-02-26,12,19
91,2000-03-04,13,21
91,2000-03-11,14,24
91,2000-03-18,15,32
91,2000-03-25,16,42
91,2000-04-01,17,56
91,2000-04-08,18,60
91,2000-04-15,19,76
91,2000-04-22,20,88
91,2000-04-29,21,NA
91,2000-05-06,22,NA
91,2000-05-13,23,NA
91,2000-05-20,24,NA
91,2000-05-27,25,NA
91,2000-06-03,26,NA
91,2000-06-10,27,NA
91,2000-06-17,28,NA
91,2000-06-24,29,NA
91,2000-07-01,30,NA
91,2000-07-08,31,NA
91,2000-07-15,32,NA
91,2000-07-22,33,NA
91,2000-07-29,34,NA
91,2000-08-05,35,NA
91,2000-08-12,36,NA
91,2000-08-19,37,NA
91,2000-08-26,38,NA
91,2000-09-02,39,NA
91,2000-09-09,40,NA
91,2000-09-16,41,NA
91,2000-09-23,42,NA
91,2000-09-30,43,NA
91,2000-10-07,44,NA
91,2000-10-14,45,NA
91,2000-10-21,46,NA
91,2000-10-28,47,NA
91,2000-11-04,48,NA
91,2000-11-11,49,NA
91,2000-11-18,50,NA
91,2000-11-25,51,NA
91,2000-12-02,52,NA
91,2000-12-09,53,NA
91,2000-12-16,54,NA
91,2000-12-23,55,NA
91,2000-12-30,56,NA
91,2001-01-06,57,NA
91,2001-01-13,58,NA
91,2001-01-20,59,NA
91,2001-01-27,60,NA
91,2001-02-03,61,NA
91,2001-02-10,62,NA
91,2001-02-17,63,NA
91,2001-02-24,64,NA
91,2001-03-03,65,NA
91,2001-03-10,66,NA
91,2001-03-17,67,NA
91,2001-03-24,68,NA
91,2001-03-31,69,NA
91,2001-04-07,70,NA
91,2001-04-14,71,NA
91,2001-04-21,72,NA
91,2001-04-28,73,NA
91,2001-05-05,74,NA
91,2001-05-12,75,NA
91,2001-05-19,76,NA
92,1999-11-27,1,36
92,1999-12-04,2,21
92,1999-12-11,3,13
92,1999-12-18,4,9
92,1999-12-25,5,7
92,2000-01-01,6,7
92,2000-01-08,7,5
92,2000-01-15,8,7
92,2000-01-22,9,7
92,2000-01-29,10,7
92,2000-02-05,11,8
92,2000-02-12,12,11
92,2000-02-19,13,7
92,2000-02-26,14,10
92,2000-03-04,15,11
92,2000-03-11,16,12
92,2000-03-18,17,15
92,2000-03-25,18,17
92,2000-04-01,19,23
92,2000-04-08,20,30
92,2000-04-15,21,38
92,2000-04-22,22,NA
92,2000-04-29,23,NA
92,2000-05-06,24,NA
92,2000-05-13,25,NA
92,2000-05-20,26,NA
92,2000-05-27,27,NA
92,2000-06-03,28,NA
92,2000-06-10,29,NA
92,2000-06-17,30,NA
92,2000-06-24,31,NA
92,2000-07-01,32,NA
92,2000-07-08,33,NA
92,2000-07-15,34,NA
92,2000-07-22,35,NA
92,2000-07-29,36,NA
92,2000-08-05,37,NA
92,2000-08-12,38,NA
92,2000-08-19,39,NA
92,2000-08-26,40,NA
92,2000-09-02,41,NA
92,2000-09-09,42,NA
92,2000-09-16,43,NA
92,2000-09-23,44,NA
92,2000-09-30,45,NA
92,2000-10-07,46,NA
92,2000-10-14,47,NA
92,2000-10-21,48,NA
92,2000-10-28,49,NA
92,2000-11-04,50,NA
92,2000-11-11,51,NA
92,2000-11-18,52,NA
92,2000-11-25,53,NA
92,2000-12-02,54,NA
92,2000-12-09,55,NA
92,2000-12-16,56,NA
92,2000-12-23,57,NA
92,2000-12-30,58,NA
92,2001-01-06,59,NA
92,2001-01-13,60,NA
92,2001-01-20,61,NA
92,2001-01-27,62,NA
92,2001-02-03,63,NA
92,2001-02-10,64,NA
92,2001-02-17,65,NA
92,2001-02-24,66,NA
92,2001-03-03,67,NA
92,2001-03-10,68,NA
92,2001-03-17,69,NA
92,2001-03-24,70,NA
92,2001-03-31,71,NA
92,2001-04-07,72,NA
92,2001-04-14,73,NA
92,2001-04-21,74,NA
92,2001-04-28,75,NA
92,2001-05-05,76,NA
93,2000-11-04,1,78
93,2000-11-11,2,67
93,2000-11-18,3,57
93,2000-11-25,4,57
93,2000-12-02,5,51
93,2000-12-09,6,51
93,2000-12-16,7,51
93,2000-12-23,8,57
93,2000-12-30,9,55
93,2001-01-06,10,70
93,2001-01-13,11,69
93,2001-01-20,12,77
93,2001-01-27,13,88
93,2001-02-03,14,93
93,2001-02-10,15,100
93,2001-02-17,16,NA
93,2001-02-24,17,NA
93,2001-03-03,18,NA
93,2001-03-10,19,NA
93,2001-03-17,20,NA
93,2001-03-24,21,NA
93,2001-03-31,22,NA
93,2001-04-07,23,NA
93,2001-04-14,24,NA
93,2001-04-21,25,NA
93,2001-04-28,26,NA
93,2001-05-05,27,NA
93,2001-05-12,28,NA
93,2001-05-19,29,NA
93,2001-05-26,30,NA
93,2001-06-02,31,NA
93,2001-06-09,32,NA
93,2001-06-16,33,NA
93,2001-06-23,34,NA
93,2001-06-30,35,NA
93,2001-07-07,36,NA
93,2001-07-14,37,NA
93,2001-07-21,38,NA
93,2001-07-28,39,NA
93,2001-08-04,40,NA
93,2001-08-11,41,NA
93,2001-08-18,42,NA
93,2001-08-25,43,NA
93,2001-09-01,44,NA
93,2001-09-08,45,NA
93,2001-09-15,46,NA
93,2001-09-22,47,NA
93,2001-09-29,48,NA
93,2001-10-06,49,NA
93,2001-10-13,50,NA
93,2001-10-20,51,NA
93,2001-10-27,52,NA
93,2001-11-03,53,NA
93,2001-11-10,54,NA
93,2001-11-17,55,NA
93,2001-11-24,56,NA
93,2001-12-01,57,NA
93,2001-12-08,58,NA
93,2001-12-15,59,NA
93,2001-12-22,60,NA
93,2001-12-29,61,NA
93,2002-01-05,62,NA
93,2002-01-12,63,NA
93,2002-01-19,64,NA
93,2002-01-26,65,NA
93,2002-02-02,66,NA
93,2002-02-09,67,NA
93,2002-02-16,68,NA
93,2002-02-23,69,NA
93,2002-03-02,70,NA
93,2002-03-09,71,NA
93,2002-03-16,72,NA
93,2002-03-23,73,NA
93,2002-03-30,74,NA
93,2002-04-06,75,NA
93,2002-04-13,76,NA
94,2000-05-06,1,70
94,2000-05-13,2,32
94,2000-05-20,3,20
94,2000-05-27,4,16
94,2000-06-03,5,11
94,2000-06-10,6,7
94,2000-06-17,7,6
94,2000-06-24,8,4
94,2000-07-01,9,5
94,2000-07-08,10,4
94,2000-07-15,11,8
94,2000-07-22,12,9
94,2000-07-29,13,16
94,2000-08-05,14,30
94,2000-08-12,15,49
94,2000-08-19,16,68
94,2000-08-26,17,83
94,2000-09-02,18,88
94,2000-09-09,19,98
94,2000-09-16,20,NA
94,2000-09-23,21,NA
94,2000-09-30,22,NA
94,2000-10-07,23,NA
94,2000-10-14,24,NA
94,2000-10-21,25,NA
94,2000-10-28,26,NA
94,2000-11-04,27,NA
94,2000-11-11,28,NA
94,2000-11-18,29,NA
94,2000-11-25,30,NA
94,2000-12-02,31,NA
94,2000-12-09,32,NA
94,2000-12-16,33,NA
94,2000-12-23,34,NA
94,2000-12-30,35,NA
94,2001-01-06,36,NA
94,2001-01-13,37,NA
94,2001-01-20,38,NA
94,2001-01-27,39,NA
94,2001-02-03,40,NA
94,2001-02-10,41,NA
94,2001-02-17,42,NA
94,2001-02-24,43,NA
94,2001-03-03,44,NA
94,2001-03-10,45,NA
94,2001-03-17,46,NA
94,2001-03-24,47,NA
94,2001-03-31,48,NA
94,2001-04-07,49,NA
94,2001-04-14,50,NA
94,2001-04-21,51,NA
94,2001-04-28,52,NA
94,2001-05-05,53,NA
94,2001-05-12,54,NA
94,2001-05-19,55,NA
94,2001-05-26,56,NA
94,2001-06-02,57,NA
94,2001-06-09,58,NA
94,2001-06-16,59,NA
94,2001-06-23,60,NA
94,2001-06-30,61,NA
94,2001-07-07,62,NA
94,2001-07-14,63,NA
94,2001-07-21,64,NA
94,2001-07-28,65,NA
94,2001-08-04,66,NA
94,2001-08-11,67,NA
94,2001-08-18,68,NA
94,2001-08-25,69,NA
94,2001-09-01,70,NA
94,2001-09-08,71,NA
94,2001-09-15,72,NA
94,2001-09-22,73,NA
94,2001-09-29,74,NA
94,2001-10-06,75,NA
94,2001-10-13,76,NA
95,2000-08-26,1,87
95,2000-09-02,2,74
95,2000-09-09,3,59
95,2000-09-16,4,65
95,2000-09-23,5,59
95,2000-09-30,6,58
95,2000-10-07,7,59
95,2000-10-14,8,62
95,2000-10-21,9,89
95,2000-10-28,10,86
95,2000-11-04,11,NA
95,2000-11-11,12,NA
95,2000-11-18,13,NA
95,2000-11-25,14,NA
95,2000-12-02,15,NA
95,2000-12-09,16,NA
95,2000-12-16,17,NA
95,2000-12-23,18,NA
95,2000-12-30,19,NA
95,2001-01-06,20,NA
95,2001-01-13,21,NA
95,2001-01-20,22,NA
95,2001-01-27,23,NA
95,2001-02-03,24,NA
95,2001-02-10,25,NA
95,2001-02-17,26,NA
95,2001-02-24,27,NA
95,2001-03-03,28,NA
95,2001-03-10,29,NA
95,2001-03-17,30,NA
95,2001-03-24,31,NA
95,2001-03-31,32,NA
95,2001-04-07,33,NA
95,2001-04-14,34,NA
95,2001-04-21,35,NA
95,2001-04-28,36,NA
95,2001-05-05,37,NA
95,2001-05-12,38,NA
95,2001-05-19,39,NA
95,2001-05-26,40,NA
95,2001-06-02,41,NA
95,2001-06-09,42,NA
95,2001-06-16,43,NA
95,2001-06-23,44,NA
95,2001-06-30,45,NA
95,2001-07-07,46,NA
95,2001-07-14,47,NA
95,2001-07-21,48,NA
95,2001-07-28,49,NA
95,2001-08-04,50,NA
95,2001-08-11,51,NA
95,2001-08-18,52,NA
95,2001-08-25,53,NA
95,2001-09-01,54,NA
95,2001-09-08,55,NA
95,2001-09-15,56,NA
95,2001-09-22,57,NA
95,2001-09-29,58,NA
95,2001-10-06,59,NA
95,2001-10-13,60,NA
95,2001-10-20,61,NA
95,2001-10-27,62,NA
95,2001-11-03,63,NA
95,2001-11-10,64,NA
95,2001-11-17,65,NA
95,2001-11-24,66,NA
95,2001-12-01,67,NA
95,2001-12-08,68,NA
95,2001-12-15,69,NA
95,2001-12-22,70,NA
95,2001-12-29,71,NA
95,2002-01-05,72,NA
95,2002-01-12,73,NA
95,2002-01-19,74,NA
95,2002-01-26,75,NA
95,2002-02-02,76,NA
96,2000-06-17,1,92
96,2000-06-24,2,92
96,2000-07-01,3,97
96,2000-07-08,4,100
96,2000-07-15,5,NA
96,2000-07-22,6,NA
96,2000-07-29,7,NA
96,2000-08-05,8,NA
96,2000-08-12,9,NA
96,2000-08-19,10,NA
96,2000-08-26,11,NA
96,2000-09-02,12,NA
96,2000-09-09,13,NA
96,2000-09-16,14,NA
96,2000-09-23,15,NA
96,2000-09-30,16,NA
96,2000-10-07,17,NA
96,2000-10-14,18,NA
96,2000-10-21,19,NA
96,2000-10-28,20,NA
96,2000-11-04,21,NA
96,2000-11-11,22,NA
96,2000-11-18,23,NA
96,2000-11-25,24,NA
96,2000-12-02,25,NA
96,2000-12-09,26,NA
96,2000-12-16,27,NA
96,2000-12-23,28,NA
96,2000-12-30,29,NA
96,2001-01-06,30,NA
96,2001-01-13,31,NA
96,2001-01-20,32,NA
96,2001-01-27,33,NA
96,2001-02-03,34,NA
96,2001-02-10,35,NA
96,2001-02-17,36,NA
96,2001-02-24,37,NA
96,2001-03-03,38,NA
96,2001-03-10,39,NA
96,2001-03-17,40,NA
96,2001-03-24,41,NA
96,2001-03-31,42,NA
96,2001-04-07,43,NA
96,2001-04-14,44,NA
96,2001-04-21,45,NA
96,2001-04-28,46,NA
96,2001-05-05,47,NA
96,2001-05-12,48,NA
96,2001-05-19,49,NA
96,2001-05-26,50,NA
96,2001-06-02,51,NA
96,2001-06-09,52,NA
96,2001-06-16,53,NA
96,2001-06-23,54,NA
96,2001-06-30,55,NA
96,2001-07-07,56,NA
96,2001-07-14,57,NA
96,2001-07-21,58,NA
96,2001-07-28,59,NA
96,2001-08-04,60,NA
96,2001-08-11,61,NA
96,2001-08-18,62,NA
96,2001-08-25,63,NA
96,2001-09-01,64,NA
96,2001-09-08,65,NA
96,2001-09-15,66,NA
96,2001-09-22,67,NA
96,2001-09-29,68,NA
96,2001-10-06,69,NA
96,2001-10-13,70,NA
96,2001-10-20,71,NA
96,2001-10-27,72,NA
96,2001-11-03,73,NA
96,2001-11-10,74,NA
96,2001-11-17,75,NA
96,2001-11-24,76,NA
97,2000-06-10,1,77
97,2000-06-17,2,NA
97,2000-06-24,3,NA
97,2000-07-01,4,NA
97,2000-07-08,5,NA
97,2000-07-15,6,NA
97,2000-07-22,7,NA
97,2000-07-29,8,NA
97,2000-08-05,9,NA
97,2000-08-12,10,NA
97,2000-08-19,11,NA
97,2000-08-26,12,NA
97,2000-09-02,13,NA
97,2000-09-09,14,NA
97,2000-09-16,15,NA
97,2000-09-23,16,NA
97,2000-09-30,17,NA
97,2000-10-07,18,NA
97,2000-10-14,19,NA
97,2000-10-21,20,NA
97,2000-10-28,21,NA
97,2000-11-04,22,NA
97,2000-11-11,23,NA
97,2000-11-18,24,NA
97,2000-11-25,25,NA
97,2000-12-02,26,NA
97,2000-12-09,27,NA
97,2000-12-16,28,NA
97,2000-12-23,29,NA
97,2000-12-30,30,NA
97,2001-01-06,31,NA
97,2001-01-13,32,NA
97,2001-01-20,33,NA
97,2001-01-27,34,NA
97,2001-02-03,35,NA
97,2001-02-10,36,NA
97,2001-02-17,37,NA
97,2001-02-24,38,NA
97,2001-03-03,39,NA
97,2001-03-10,40,NA
97,2001-03-17,41,NA
97,2001-03-24,42,NA
97,2001-03-31,43,NA
97,2001-04-07,44,NA
97,2001-04-14,45,NA
97,2001-04-21,46,NA
97,2001-04-28,47,NA
97,2001-05-05,48,NA
97,2001-05-12,49,NA
97,2001-05-19,50,NA
97,2001-05-26,51,NA
97,2001-06-02,52,NA
97,2001-06-09,53,NA
97,2001-06-16,54,NA
97,2001-06-23,55,NA
97,2001-06-30,56,NA
97,2001-07-07,57,NA
97,2001-07-14,58,NA
97,2001-07-21,59,NA
97,2001-07-28,60,NA
97,2001-08-04,61,NA
97,2001-08-11,62,NA
97,2001-08-18,63,NA
97,2001-08-25,64,NA
97,2001-09-01,65,NA
97,2001-09-08,66,NA
97,2001-09-15,67,NA
97,2001-09-22,68,NA
97,2001-09-29,69,NA
97,2001-10-06,70,NA
97,2001-10-13,71,NA
97,2001-10-20,72,NA
97,2001-10-27,73,NA
97,2001-11-03,74,NA
97,2001-11-10,75,NA
97,2001-11-17,76,NA
98,2000-10-21,1,77
98,2000-10-28,2,71
98,2000-11-04,3,64
98,2000-11-11,4,57
98,2000-11-18,5,55
98,2000-11-25,6,51
98,2000-12-02,7,46
98,2000-12-09,8,44
98,2000-12-16,9,36
98,2000-12-23,10,39
98,2000-12-30,11,34
98,2001-01-06,12,46
98,2001-01-13,13,44
98,2001-01-20,14,36
98,2001-01-27,15,42
98,2001-02-03,16,53
98,2001-02-10,17,58
98,2001-02-17,18,74
98,2001-02-24,19,81
98,2001-03-03,20,86
98,2001-03-10,21,NA
98,2001-03-17,22,NA
98,2001-03-24,23,NA
98,2001-03-31,24,NA
98,2001-04-07,25,NA
98,2001-04-14,26,NA
98,2001-04-21,27,NA
98,2001-04-28,28,NA
98,2001-05-05,29,NA
98,2001-05-12,30,NA
98,2001-05-19,31,NA
98,2001-05-26,32,NA
98,2001-06-02,33,NA
98,2001-06-09,34,NA
98,2001-06-16,35,NA
98,2001-06-23,36,NA
98,2001-06-30,37,NA
98,2001-07-07,38,NA
98,2001-07-14,39,NA
98,2001-07-21,40,NA
98,2001-07-28,41,NA
98,2001-08-04,42,NA
98,2001-08-11,43,NA
98,2001-08-18,44,NA
98,2001-08-25,45,NA
98,2001-09-01,46,NA
98,2001-09-08,47,NA
98,2001-09-15,48,NA
98,2001-09-22,49,NA
98,2001-09-29,50,NA
98,2001-10-06,51,NA
98,2001-10-13,52,NA
98,2001-10-20,53,NA
98,2001-10-27,54,NA
98,2001-11-03,55,NA
98,2001-11-10,56,NA
98,2001-11-17,57,NA
98,2001-11-24,58,NA
98,2001-12-01,59,NA
98,2001-12-08,60,NA
98,2001-12-15,61,NA
98,2001-12-22,62,NA
98,2001-12-29,63,NA
98,2002-01-05,64,NA
98,2002-01-12,65,NA
98,2002-01-19,66,NA
98,2002-01-26,67,NA
98,2002-02-02,68,NA
98,2002-02-09,69,NA
98,2002-02-16,70,NA
98,2002-02-23,71,NA
98,2002-03-02,72,NA
98,2002-03-09,73,NA
98,2002-03-16,74,NA
98,2002-03-23,75,NA
98,2002-03-30,76,NA
99,2000-07-15,1,89
99,2000-07-22,2,88
99,2000-07-29,3,88
99,2000-08-05,4,91
99,2000-08-12,5,95
99,2000-08-19,6,NA
99,2000-08-26,7,NA
99,2000-09-02,8,NA
99,2000-09-09,9,NA
99,2000-09-16,10,NA
99,2000-09-23,11,NA
99,2000-09-30,12,NA
99,2000-10-07,13,NA
99,2000-10-14,14,NA
99,2000-10-21,15,NA
99,2000-10-28,16,NA
99,2000-11-04,17,NA
99,2000-11-11,18,NA
99,2000-11-18,19,NA
99,2000-11-25,20,NA
99,2000-12-02,21,NA
99,2000-12-09,22,NA
99,2000-12-16,23,NA
99,2000-12-23,24,NA
99,2000-12-30,25,NA
99,2001-01-06,26,NA
99,2001-01-13,27,NA
99,2001-01-20,28,NA
99,2001-01-27,29,NA
99,2001-02-03,30,NA
99,2001-02-10,31,NA
99,2001-02-17,32,NA
99,2001-02-24,33,NA
99,2001-03-03,34,NA
99,2001-03-10,35,NA
99,2001-03-17,36,NA
99,2001-03-24,37,NA
99,2001-03-31,38,NA
99,2001-04-07,39,NA
99,2001-04-14,40,NA
99,2001-04-21,41,NA
99,2001-04-28,42,NA
99,2001-05-05,43,NA
99,2001-05-12,44,NA
99,2001-05-19,45,NA
99,2001-05-26,46,NA
99,2001-06-02,47,NA
99,2001-06-09,48,NA
99,2001-06-16,49,NA
99,2001-06-23,50,NA
99,2001-06-30,51,NA
99,2001-07-07,52,NA
99,2001-07-14,53,NA
99,2001-07-21,54,NA
99,2001-07-28,55,NA
99,2001-08-04,56,NA
99,2001-08-11,57,NA
99,2001-08-18,58,NA
99,2001-08-25,59,NA
99,2001-09-01,60,NA
99,2001-09-08,61,NA
99,2001-09-15,62,NA
99,2001-09-22,63,NA
99,2001-09-29,64,NA
99,2001-10-06,65,NA
99,2001-10-13,66,NA
99,2001-10-20,67,NA
99,2001-10-27,68,NA
99,2001-11-03,69,NA
99,2001-11-10,70,NA
99,2001-11-17,71,NA
99,2001-11-24,72,NA
99,2001-12-01,73,NA
99,2001-12-08,74,NA
99,2001-12-15,75,NA
99,2001-12-22,76,NA
100,2000-01-08,1,94
100,2000-01-15,2,91
100,2000-01-22,3,57
100,2000-01-29,4,46
100,2000-02-05,5,46
100,2000-02-12,6,40
100,2000-02-19,7,34
100,2000-02-26,8,39
100,2000-03-04,9,42
100,2000-03-11,10,46
100,2000-03-18,11,50
100,2000-03-25,12,59
100,2000-04-01,13,66
100,2000-04-08,14,78
100,2000-04-15,15,87
100,2000-04-22,16,99
100,2000-04-29,17,NA
100,2000-05-06,18,NA
100,2000-05-13,19,NA
100,2000-05-20,20,NA
100,2000-05-27,21,NA
100,2000-06-03,22,NA
100,2000-06-10,23,NA
100,2000-06-17,24,NA
100,2000-06-24,25,NA
100,2000-07-01,26,NA
100,2000-07-08,27,NA
100,2000-07-15,28,NA
100,2000-07-22,29,NA
100,2000-07-29,30,NA
100,2000-08-05,31,NA
100,2000-08-12,32,NA
100,2000-08-19,33,NA
100,2000-08-26,34,NA
100,2000-09-02,35,NA
100,2000-09-09,36,NA
100,2000-09-16,37,NA
100,2000-09-23,38,NA
100,2000-09-30,39,NA
100,2000-10-07,40,NA
100,2000-10-14,41,NA
100,2000-10-21,42,NA
100,2000-10-28,43,NA
100,2000-11-04,44,NA
100,2000-11-11,45,NA
100,2000-11-18,46,NA
100,2000-11-25,47,NA
100,2000-12-02,48,NA
100,2000-12-09,49,NA
100,2000-12-16,50,NA
100,2000-12-23,51,NA
100,2000-12-30,52,NA
100,2001-01-06,53,NA
100,2001-01-13,54,NA
100,2001-01-20,55,NA
100,2001-01-27,56,NA
100,2001-02-03,57,NA
100,2001-02-10,58,NA
100,2001-02-17,59,NA
100,2001-02-24,60,NA
100,2001-03-03,61,NA
100,2001-03-10,62,NA
100,2001-03-17,63,NA
100,2001-03-24,64,NA
100,2001-03-31,65,NA
100,2001-04-07,66,NA
100,2001-04-14,67,NA
100,2001-04-21,68,NA
100,2001-04-28,69,NA
100,2001-05-05,70,NA
100,2001-05-12,71,NA
100,2001-05-19,72,NA
100,2001-05-26,73,NA
100,2001-06-02,74,NA
100,2001-06-09,75,NA
100,2001-06-16,76,NA
101,2000-07-08,1,77
101,2000-07-15,2,69
101,2000-07-22,3,53
101,2000-07-29,4,37
101,2000-08-05,5,33
101,2000-08-12,6,25
101,2000-08-19,7,24
101,2000-08-26,8,23
101,2000-09-02,9,22
101,2000-09-09,10,25
101,2000-09-16,11,28
101,2000-09-23,12,25
101,2000-09-30,13,11
101,2000-10-07,14,13
101,2000-10-14,15,13
101,2000-10-21,16,11
101,2000-10-28,17,18
101,2000-11-04,18,28
101,2000-11-11,19,36
101,2000-11-18,20,39
101,2000-11-25,21,45
101,2000-12-02,22,NA
101,2000-12-09,23,NA
101,2000-12-16,24,NA
101,2000-12-23,25,NA
101,2000-12-30,26,NA
101,2001-01-06,27,NA
101,2001-01-13,28,NA
101,2001-01-20,29,NA
101,2001-01-27,30,NA
101,2001-02-03,31,NA
101,2001-02-10,32,NA
101,2001-02-17,33,NA
101,2001-02-24,34,NA
101,2001-03-03,35,NA
101,2001-03-10,36,NA
101,2001-03-17,37,NA
101,2001-03-24,38,NA
101,2001-03-31,39,NA
101,2001-04-07,40,NA
101,2001-04-14,41,NA
101,2001-04-21,42,NA
101,2001-04-28,43,NA
101,2001-05-05,44,NA
101,2001-05-12,45,NA
101,2001-05-19,46,NA
101,2001-05-26,47,NA
101,2001-06-02,48,NA
101,2001-06-09,49,NA
101,2001-06-16,50,NA
101,2001-06-23,51,NA
101,2001-06-30,52,NA
101,2001-07-07,53,NA
101,2001-07-14,54,NA
101,2001-07-21,55,NA
101,2001-07-28,56,NA
101,2001-08-04,57,NA
101,2001-08-11,58,NA
