year,artist,time,track,date,week,rank
2000,"Black, Clint",05:28:00,Been There,2000-09-09,30,NA
2000,"Black, Clint",05:28:00,Been There,2000-09-16,31,NA
2000,"Black, Clint",05:28:00,Been There,2000-09-23,32,NA
2000,"Black, Clint",05:28:00,Been There,2000-09-30,33,NA
2000,"Black, Clint",05:28:00,Been There,2000-10-07,34,NA
2000,"Black, Clint",05:28:00,Been There,2000-10-14,35,NA
2000,"Black, Clint",05:28:00,Been There,2000-10-21,36,NA
2000,"Black, Clint",05:28:00,Been There,2000-10-28,37,NA
2000,"Black, Clint",05:28:00,Been There,2000-11-04,38,NA
2000,"Black, Clint",05:28:00,Been There,2000-11-11,39,NA
2000,"Black, Clint",05:28:00,Been There,2000-11-18,40,NA
2000,"Black, Clint",05:28:00,Been There,2000-11-25,41,NA
2000,"Black, Clint",05:28:00,Been There,2000-12-02,42,NA
2000,"Black, Clint",05:28:00,Been There,2000-12-09,43,NA
2000,"Black, Clint",05:28:00,Been There,2000-12-16,44,NA
2000,"Black, Clint",05:28:00,Been There,2000-12-23,45,NA
2000,"Black, Clint",05:28:00,Been There,2000-12-30,46,NA
2000,"Black, Clint",05:28:00,Been There,2001-01-06,47,NA
2000,"Black, Clint",05:28:00,Been There,2001-01-13,48,NA
2000,"Black, Clint",05:28:00,Been There,2001-01-20,49,NA
2000,"Black, Clint",05:28:00,Been There,2001-01-27,50,NA
2000,"Black, Clint",05:28:00,Been There,2001-02-03,51,NA
2000,"Black, Clint",05:28:00,Been There,2001-02-10,52,NA
2000,"Black, Clint",05:28:00,Been There,2001-02-17,53,NA
2000,"Black, Clint",05:28:00,Been There,2001-02-24,54,NA
2000,"Black, Clint",05:28:00,Been There,2001-03-03,55,NA
2000,"Black, Clint",05:28:00,Been There,2001-03-10,56,NA
2000,"Black, Clint",05:28:00,Been There,2001-03-17,57,NA
2000,"Black, Clint",05:28:00,Been There,2001-03-24,58,NA
2000,"Black, Clint",05:28:00,Been There,2001-03-31,59,NA
2000,"Black, Clint",05:28:00,Been There,2001-04-07,60,NA
2000,"Black, Clint",05:28:00,Been There,2001-04-14,61,NA
2000,"Black, Clint",05:28:00,Been There,2001-04-21,62,NA
2000,"Black, Clint",05:28:00,Been There,2001-04-28,63,NA
2000,"Black, Clint",05:28:00,Been There,2001-05-05,64,NA
2000,"Black, Clint",05:28:00,Been There,2001-05-12,65,NA
2000,"Black, Clint",05:28:00,Been There,2001-05-19,66,NA
2000,"Black, Clint",05:28:00,Been There,2001-05-26,67,NA
2000,"Black, Clint",05:28:00,Been There,2001-06-02,68,NA
2000,"Black, Clint",05:28:00,Been There,2001-06-09,69,NA
2000,"Black, Clint",05:28:00,Been There,2001-06-16,70,NA
2000,"Black, Clint",05:28:00,Been There,2001-06-23,71,NA
2000,"Black, Clint",05:28:00,Been There,2001-06-30,72,NA
2000,"Black, Clint",05:28:00,Been There,2001-07-07,73,NA
2000,"Black, Clint",05:28:00,Been There,2001-07-14,74,NA
2000,"Black, Clint",05:28:00,Been There,2001-07-21,75,NA
2000,"Black, Clint",05:28:00,Been There,2001-07-28,76,NA
2000,Blaque,03:46:00,Bring It All To Me,1999-10-23,1,73
2000,Blaque,03:46:00,Bring It All To Me,1999-10-30,2,63
2000,Blaque,03:46:00,Bring It All To Me,1999-11-06,3,50
2000,Blaque,03:46:00,Bring It All To Me,1999-11-13,4,42
2000,Blaque,03:46:00,Bring It All To Me,1999-11-20,5,24
2000,Blaque,03:46:00,Bring It All To Me,1999-11-27,6,19
2000,Blaque,03:46:00,Bring It All To Me,1999-12-04,7,17
2000,Blaque,03:46:00,Bring It All To Me,1999-12-11,8,14
2000,Blaque,03:46:00,Bring It All To Me,1999-12-18,9,11
2000,Blaque,03:46:00,Bring It All To Me,1999-12-25,10,9
2000,Blaque,03:46:00,Bring It All To Me,2000-01-01,11,9
2000,Blaque,03:46:00,Bring It All To Me,2000-01-08,12,9
2000,Blaque,03:46:00,Bring It All To Me,2000-01-15,13,10
2000,Blaque,03:46:00,Bring It All To Me,2000-01-22,14,5
2000,Blaque,03:46:00,Bring It All To Me,2000-01-29,15,5
2000,Blaque,03:46:00,Bring It All To Me,2000-02-05,16,6
2000,Blaque,03:46:00,Bring It All To Me,2000-02-12,17,8
2000,Blaque,03:46:00,Bring It All To Me,2000-02-19,18,9
2000,Blaque,03:46:00,Bring It All To Me,2000-02-26,19,15
2000,Blaque,03:46:00,Bring It All To Me,2000-03-04,20,15
2000,Blaque,03:46:00,Bring It All To Me,2000-03-11,21,18
2000,Blaque,03:46:00,Bring It All To Me,2000-03-18,22,17
2000,Blaque,03:46:00,Bring It All To Me,2000-03-25,23,18
2000,Blaque,03:46:00,Bring It All To Me,2000-04-01,24,19
2000,Blaque,03:46:00,Bring It All To Me,2000-04-08,25,19
2000,Blaque,03:46:00,Bring It All To Me,2000-04-15,26,22
2000,Blaque,03:46:00,Bring It All To Me,2000-04-22,27,26
2000,Blaque,03:46:00,Bring It All To Me,2000-04-29,28,32
2000,Blaque,03:46:00,Bring It All To Me,2000-05-06,29,42
2000,Blaque,03:46:00,Bring It All To Me,2000-05-13,30,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-05-20,31,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-05-27,32,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-06-03,33,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-06-10,34,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-06-17,35,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-06-24,36,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-07-01,37,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-07-08,38,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-07-15,39,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-07-22,40,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-07-29,41,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-08-05,42,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-08-12,43,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-08-19,44,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-08-26,45,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-09-02,46,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-09-09,47,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-09-16,48,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-09-23,49,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-09-30,50,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-10-07,51,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-10-14,52,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-10-21,53,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-10-28,54,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-11-04,55,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-11-11,56,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-11-18,57,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-11-25,58,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-12-02,59,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-12-09,60,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-12-16,61,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-12-23,62,NA
2000,Blaque,03:46:00,Bring It All To Me,2000-12-30,63,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-01-06,64,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-01-13,65,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-01-20,66,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-01-27,67,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-02-03,68,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-02-10,69,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-02-17,70,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-02-24,71,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-03-03,72,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-03-10,73,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-03-17,74,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-03-24,75,NA
2000,Blaque,03:46:00,Bring It All To Me,2001-03-31,76,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-11-13,1,83
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-11-20,2,80
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-11-27,3,80
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-12-04,4,75
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-12-11,5,75
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-12-18,6,73
2000,"Blige, Mary J.",05:26:00,Deep Inside,1999-12-25,7,64
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-01-01,8,64
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-01-08,9,65
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-01-15,10,67
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-01-22,11,63
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-01-29,12,67
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-02-05,13,75
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-02-12,14,85
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-02-19,15,94
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-02-26,16,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-03-04,17,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-03-11,18,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-03-18,19,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-03-25,20,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-04-01,21,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-04-08,22,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-04-15,23,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-04-22,24,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-04-29,25,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-05-06,26,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-05-13,27,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-05-20,28,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-05-27,29,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-06-03,30,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-06-10,31,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-06-17,32,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-06-24,33,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-07-01,34,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-07-08,35,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-07-15,36,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-07-22,37,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-07-29,38,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-08-05,39,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-08-12,40,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-08-19,41,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-08-26,42,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-09-02,43,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-09-09,44,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-09-16,45,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-09-23,46,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-09-30,47,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-10-07,48,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-10-14,49,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-10-21,50,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-10-28,51,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-11-04,52,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-11-11,53,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-11-18,54,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-11-25,55,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-12-02,56,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-12-09,57,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-12-16,58,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-12-23,59,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2000-12-30,60,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-01-06,61,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-01-13,62,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-01-20,63,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-01-27,64,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-02-03,65,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-02-10,66,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-02-17,67,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-02-24,68,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-03-03,69,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-03-10,70,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-03-17,71,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-03-24,72,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-03-31,73,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-04-07,74,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-04-14,75,NA
2000,"Blige, Mary J.",05:26:00,Deep Inside,2001-04-21,76,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-04-15,1,97
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-04-22,2,94
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-04-29,3,77
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-05-06,4,76
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-05-13,5,68
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-05-20,6,77
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-05-27,7,89
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-06-03,8,90
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-06-10,9,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-06-17,10,100
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-06-24,11,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-07-01,12,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-07-08,13,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-07-15,14,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-07-22,15,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-07-29,16,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-08-05,17,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-08-12,18,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-08-19,19,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-08-26,20,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-09-02,21,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-09-09,22,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-09-16,23,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-09-23,24,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-09-30,25,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-10-07,26,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-10-14,27,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-10-21,28,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-10-28,29,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-11-04,30,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-11-11,31,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-11-18,32,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-11-25,33,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-12-02,34,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-12-09,35,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-12-16,36,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-12-23,37,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2000-12-30,38,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-01-06,39,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-01-13,40,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-01-20,41,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-01-27,42,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-02-03,43,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-02-10,44,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-02-17,45,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-02-24,46,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-03-03,47,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-03-10,48,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-03-17,49,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-03-24,50,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-03-31,51,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-04-07,52,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-04-14,53,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-04-21,54,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-04-28,55,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-05-05,56,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-05-12,57,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-05-19,58,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-05-26,59,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-06-02,60,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-06-09,61,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-06-16,62,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-06-23,63,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-06-30,64,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-07-07,65,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-07-14,66,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-07-21,67,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-07-28,68,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-08-04,69,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-08-11,70,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-08-18,71,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-08-25,72,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-09-01,73,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-09-08,74,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-09-15,75,NA
2000,"Blige, Mary J.",05:00:00,Give Me You,2001-09-22,76,NA
2000,Blink-182,02:52:00,All The Small Things,1999-12-04,1,89
2000,Blink-182,02:52:00,All The Small Things,1999-12-11,2,76
2000,Blink-182,02:52:00,All The Small Things,1999-12-18,3,69
2000,Blink-182,02:52:00,All The Small Things,1999-12-25,4,59
2000,Blink-182,02:52:00,All The Small Things,2000-01-01,5,59
2000,Blink-182,02:52:00,All The Small Things,2000-01-08,6,51
2000,Blink-182,02:52:00,All The Small Things,2000-01-15,7,50
2000,Blink-182,02:52:00,All The Small Things,2000-01-22,8,35
2000,Blink-182,02:52:00,All The Small Things,2000-01-29,9,26
2000,Blink-182,02:52:00,All The Small Things,2000-02-05,10,15
2000,Blink-182,02:52:00,All The Small Things,2000-02-12,11,7
2000,Blink-182,02:52:00,All The Small Things,2000-02-19,12,6
2000,Blink-182,02:52:00,All The Small Things,2000-02-26,13,8
2000,Blink-182,02:52:00,All The Small Things,2000-03-04,14,8
2000,Blink-182,02:52:00,All The Small Things,2000-03-11,15,9
2000,Blink-182,02:52:00,All The Small Things,2000-03-18,16,11
2000,Blink-182,02:52:00,All The Small Things,2000-03-25,17,14
2000,Blink-182,02:52:00,All The Small Things,2000-04-01,18,16
2000,Blink-182,02:52:00,All The Small Things,2000-04-08,19,18
2000,Blink-182,02:52:00,All The Small Things,2000-04-15,20,23
2000,Blink-182,02:52:00,All The Small Things,2000-04-22,21,33
2000,Blink-182,02:52:00,All The Small Things,2000-04-29,22,41
2000,Blink-182,02:52:00,All The Small Things,2000-05-06,23,43
2000,Blink-182,02:52:00,All The Small Things,2000-05-13,24,NA
2000,Blink-182,02:52:00,All The Small Things,2000-05-20,25,NA
2000,Blink-182,02:52:00,All The Small Things,2000-05-27,26,NA
2000,Blink-182,02:52:00,All The Small Things,2000-06-03,27,NA
2000,Blink-182,02:52:00,All The Small Things,2000-06-10,28,NA
2000,Blink-182,02:52:00,All The Small Things,2000-06-17,29,NA
2000,Blink-182,02:52:00,All The Small Things,2000-06-24,30,NA
2000,Blink-182,02:52:00,All The Small Things,2000-07-01,31,NA
2000,Blink-182,02:52:00,All The Small Things,2000-07-08,32,NA
2000,Blink-182,02:52:00,All The Small Things,2000-07-15,33,NA
2000,Blink-182,02:52:00,All The Small Things,2000-07-22,34,NA
2000,Blink-182,02:52:00,All The Small Things,2000-07-29,35,NA
2000,Blink-182,02:52:00,All The Small Things,2000-08-05,36,NA
2000,Blink-182,02:52:00,All The Small Things,2000-08-12,37,NA
2000,Blink-182,02:52:00,All The Small Things,2000-08-19,38,NA
2000,Blink-182,02:52:00,All The Small Things,2000-08-26,39,NA
2000,Blink-182,02:52:00,All The Small Things,2000-09-02,40,NA
2000,Blink-182,02:52:00,All The Small Things,2000-09-09,41,NA
2000,Blink-182,02:52:00,All The Small Things,2000-09-16,42,NA
2000,Blink-182,02:52:00,All The Small Things,2000-09-23,43,NA
2000,Blink-182,02:52:00,All The Small Things,2000-09-30,44,NA
2000,Blink-182,02:52:00,All The Small Things,2000-10-07,45,NA
2000,Blink-182,02:52:00,All The Small Things,2000-10-14,46,NA
2000,Blink-182,02:52:00,All The Small Things,2000-10-21,47,NA
2000,Blink-182,02:52:00,All The Small Things,2000-10-28,48,NA
2000,Blink-182,02:52:00,All The Small Things,2000-11-04,49,NA
2000,Blink-182,02:52:00,All The Small Things,2000-11-11,50,NA
2000,Blink-182,02:52:00,All The Small Things,2000-11-18,51,NA
2000,Blink-182,02:52:00,All The Small Things,2000-11-25,52,NA
2000,Blink-182,02:52:00,All The Small Things,2000-12-02,53,NA
2000,Blink-182,02:52:00,All The Small Things,2000-12-09,54,NA
2000,Blink-182,02:52:00,All The Small Things,2000-12-16,55,NA
2000,Blink-182,02:52:00,All The Small Things,2000-12-23,56,NA
2000,Blink-182,02:52:00,All The Small Things,2000-12-30,57,NA
2000,Blink-182,02:52:00,All The Small Things,2001-01-06,58,NA
2000,Blink-182,02:52:00,All The Small Things,2001-01-13,59,NA
2000,Blink-182,02:52:00,All The Small Things,2001-01-20,60,NA
2000,Blink-182,02:52:00,All The Small Things,2001-01-27,61,NA
2000,Blink-182,02:52:00,All The Small Things,2001-02-03,62,NA
2000,Blink-182,02:52:00,All The Small Things,2001-02-10,63,NA
2000,Blink-182,02:52:00,All The Small Things,2001-02-17,64,NA
2000,Blink-182,02:52:00,All The Small Things,2001-02-24,65,NA
2000,Blink-182,02:52:00,All The Small Things,2001-03-03,66,NA
2000,Blink-182,02:52:00,All The Small Things,2001-03-10,67,NA
2000,Blink-182,02:52:00,All The Small Things,2001-03-17,68,NA
2000,Blink-182,02:52:00,All The Small Things,2001-03-24,69,NA
2000,Blink-182,02:52:00,All The Small Things,2001-03-31,70,NA
2000,Blink-182,02:52:00,All The Small Things,2001-04-07,71,NA
2000,Blink-182,02:52:00,All The Small Things,2001-04-14,72,NA
2000,Blink-182,02:52:00,All The Small Things,2001-04-21,73,NA
2000,Blink-182,02:52:00,All The Small Things,2001-04-28,74,NA
2000,Blink-182,02:52:00,All The Small Things,2001-05-05,75,NA
2000,Blink-182,02:52:00,All The Small Things,2001-05-12,76,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-03-18,1,70
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-03-25,2,62
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-04-01,3,55
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-04-08,4,55
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-04-15,5,52
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-04-22,6,57
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-04-29,7,72
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-05-06,8,80
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-05-13,9,82
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-05-20,10,92
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-05-27,11,96
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-06-03,12,98
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-06-10,13,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-06-17,14,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-06-24,15,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-07-01,16,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-07-08,17,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-07-15,18,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-07-22,19,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-07-29,20,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-08-05,21,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-08-12,22,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-08-19,23,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-08-26,24,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-09-02,25,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-09-09,26,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-09-16,27,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-09-23,28,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-09-30,29,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-10-07,30,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-10-14,31,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-10-21,32,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-10-28,33,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-11-04,34,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-11-11,35,NA
2000,Bloodhound Gang,04:20:00,The Bad Touch,2000-11-18,36,NA
